
Logistic Regression with ridge parameter of 1.0E-8
Coefficients...
                              Class
Variable                         cp                      im                      pp                     imU                      om                     omL                     imL
aac=0.71                     0.0133    4.404146678232866E13                       0                  0.0009                  0.0136                  0.4966                  0.8185
aac=0.72                          0                       0                       0                   0.001   1.3118832125001936E24                  0.5018                  0.8209
aac=0.73                          0                       0                       0                  0.0009    1.616456250374622E24                  0.5005                  0.8203
aac=0.74                          0             471594.7999                       0                  0.0009   1.5177719045812906E11                  0.5005                  0.8203
aac=0.75                          0                       0                       0         9858392449.5266   1.5177719043845828E11                  0.5005                  0.8203
aac=0.77                          0                       0                       0                  0.0009    3.285613014066187E24                  0.4992                  0.8197
aac=0.79                          0                       0                       0                   0.001   1.3118832117323732E24                  0.5018                  0.8209
aac=0.83                          0                       0                       0                  0.0009     1.61645624884707E24                  0.5005                  0.8203
aac=0.84                          0                       0                       0                   0.001   1.3118832114411232E24                  0.5018                  0.8209
aac=0.86                          0                       0                       0                   0.001   1.3118832112470964E24                  0.5018                  0.8209
aac=0.88                          0                       0                       0                   0.001   1.3118832110530041E24                  0.5018                  0.8209
alm1=0.03                         1                       1                       1                       1                       1                       1                       1
alm1=0.05                         1                       1                       1                       1                       1                       1                       1
alm1=0.06     3.7074075772362416E27                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.11                         1                       1                       1                       1                       1                       1                       1
alm1=0.14      8.276060708857814E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.15                         1                       1                       1                       1                       1                       1                       1
alm1=0.16     8.2760604945327155E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.17                         1                       1                       1                       1                       1                       1                       1
alm1=0.18     4.9323048237714394E20                       0                       0                  0.0009                  0.0143                  0.5005                  0.8203
alm1=0.19                         1                       1                       1                       1                       1                       1                       1
alm1=0.2      1.1497400551264748E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.21      8.276060074269356E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.22     1.1497400556079952E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.23     1.1497400558526114E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.24     8.2760600796473037E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.25     1.3576846359877014E19                       0                       0                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.26      1.605266669284701E19                       0                       0                  0.0009                  0.0136                  0.4966                  0.8185
alm1=0.27     1.1497400570202384E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.28             25751645.4227                       0            4690497.0117                  0.0009                  0.0136                  0.4966                  0.8185
alm1=0.29     1.3576846374396991E19                       0                       0                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.3      1.3576846377608552E19                       0                       0                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.31      3.713419037347357E12                       0                 28.7681                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.32     1.1497400582894193E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.33                         0                       0                       0                  0.0009   1.6164562225740532E24                  0.5005                  0.8203
alm1=0.34     1.3576846403451228E19                       0                       0                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.35     2.4154807389121572E18                       0                  0.1844                  0.0008                       0                  0.4952                  0.8178
alm1=0.36                 2479.6855                       0             261363.7389                  0.0009               2530.3098                  0.4966                  0.8185
alm1=0.37            462146850.2217                       0             391502.4132                  0.0009                  0.0091                  0.4966                  0.8185
alm1=0.38            462146991.6322                       0                  1.4024                  0.0009               2530.3098                  0.4966                  0.8185
alm1=0.39                    0.0001                       0   3.6534236274160312E12                  0.0008                 14.1602                  0.4912                  0.8159
alm1=0.4                     0.0017                       0          121107641.8331                  0.0008            8773289.9184                  0.4952                  0.8178
alm1=0.41                         0                       0           91541936.8796                  0.0009    1.517771880914168E11                  0.5005                  0.8203
alm1=0.42                 2479.6855                       0     4.87111943235017E10                  0.0009                  0.0136                  0.4966                  0.8185
alm1=0.43                         0                       0                       0                   0.001   1.3118831857252368E24                  0.5018                  0.8209
alm1=0.44                    0.2778                       0    3.845564224603002E14                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.45                   44.0405                       0                 4725.22                  0.0008            8773289.9084                  0.4952                  0.8178
alm1=0.46     8.2760601397881774E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.47                         0              24972.6376         7967524345.3797                  0.0009                  0.0136                  0.4966             152539.9625
alm1=0.48               915346.4261                       0           91541936.6648                  0.0009                  0.0143                  0.5005                  0.8203
alm1=0.49                    2.4304                       0   1.0252858274925009E10                   5.032                  0.0131                  0.4939                  0.8172
alm1=0.5                          0                       0     2.24131595573666E12                  0.0009            7320835.3574                  0.4992                  0.8197
alm1=0.51                         0                       0    1.169987866882178E21                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.52                    0.2699                       0               2684.5797                       0                  0.0138                  0.0073                  0.1542
alm1=0.53                         0                       0               4293.6319                  0.0009    3.821543682541581E15                  0.4992                  0.8197
alm1=0.54                         0                       0            2388736.2524                  0.0008         2177573124.9517               3069.4239                  0.8172
alm1=0.55                         0                       0           91541936.6606                  0.0009                  0.0143    5.330476233149801E12                  0.8203
alm1=0.56                         0                       0                       0                   0.001                  0.0145    4.546383319956605E25                  0.8209
alm1=0.57                         0                       0   2.2413159524036187E12                  0.0009            7320835.3493                  0.4992                  0.8197
alm1=0.58                         0                  21.684                       0                  0.0009            7320835.3484          260586822.0804                  0.8197
alm1=0.59                         0                       0                       0             470629.8315            7320835.3475          260586821.9135                  0.8197
alm1=0.61                         0   1.1319255715109846E10                       0   3.3992035668817484E16                   0.014                  0.4992                  0.8197
alm1=0.62                         0   4.2745042918842732E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.64                         0             471594.7834                       0         9858391994.4142                  0.0143                  0.5005                  0.8203
alm1=0.65                         0   1.9035990213039941E12                 28.7681                  0.0009                  0.0138                  0.4979                  0.8191
alm1=0.66                         0    5.871278646896085E31                       0                       0                   0.014                  0.4992                  0.8197
alm1=0.67                         0    3.781703410647812E14                       0                 21.3248                  0.0134                  0.4952                  0.8178
alm1=0.68                         0                       0     8.13518177056722E20                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.69                         0   4.2745042977630515E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.7                          0         1375799831.6239                  0.1844                228.7036                  0.0134                  0.4952                  0.8178
alm1=0.71                         0   2.0414508996551164E13                       0                454.5513                  0.0131                  0.4939                  0.8172
alm1=0.72                         0             370735.4069                       0   1.6481567202178907E10                  0.0138                  0.4979                  0.8191
alm1=0.73                         0              24973.3656                       0    2.809409095792456E11                  0.0136                  0.4966                  0.8185
alm1=0.74                         0                  21.684                       0   2.4567313978951862E14                   0.014                  0.4992                  0.8197
alm1=0.75                         0            3370674.4339                       0         2081477561.0256                  0.0136                  0.4966                  0.8185
alm1=0.76                         0                  3.7185                       0                       0                  0.0042                       0                  0.0008
alm1=0.77                         0               1069.9217                       0    7.537560838765584E12                  0.0134                  0.4952                  0.8178
alm1=0.78                         0                  2.2467                       0    5.486113935682954E15                  0.0127                  0.4912                  0.8159
alm1=0.79                         0  1.28520321422190797E18                       0                  0.0055                  0.0136                  0.4966                  0.8185
alm1=0.8                          0   5.5212969085912474E18                       0                  0.0008                  0.0143                  0.5005                  0.8203
alm1=0.81                         0             520656.2375                       0    1.173589655392494E10                  0.0138                  0.4979                  0.8191
alm1=0.82                         0             504314.6827                       0               3209.9035                  0.0138                  0.4979            3091750.8556
alm1=0.84                         0              471594.782           91541935.3097                  0.0009                  0.0143                  0.5005                  0.8203
alm1=0.85                         0   5.0225778695472855E18                       0                  0.0009                  0.0143                  0.5005                  0.8203
alm1=0.86                         0   1.1319226650618967E10                       0             470631.0681                   0.014                  0.4992                  0.8197
alm1=0.87                         0    2.631263880885992E10                       0             232220.3837                  0.0138                  0.4979                  0.8191
alm1=0.88                         0    5.908758139228969E18                       0                  0.0009                   0.014                  0.4992                  0.8197
alm1=0.89                         0                       0                       0    8.608787982452436E22                  0.0145                  0.5018                  0.8209
alm1=0.9                          0   1.5625901389999243E28                       0                       0                  0.0143                  0.5005                  0.8203
alm1=0.91                         0   4.2745042357071611E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=0.92                         0    1.187946651381273E10                       0              448436.065                   0.014                  0.4992                  0.8197
alm1=0.94                         0   4.2745042359096525E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm1=1                            0   4.2745042359920522E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0                            1                       1                       1                       1                       1                       1                       1
alm2=0.01                         0                       0                       0                   0.001                  0.0145     4.54638330785837E25                  0.8209
alm2=0.14                         1                       1                       1                       1                       1                       1                       1
alm2=0.15                         0                       0                       0                   0.001    1.311883160302204E24                  0.5018                  0.8209
alm2=0.16                         0                       0                       0                   0.001                  0.0145     4.54638330079032E25                  0.8209
alm2=0.17                         0   4.2745041190910234E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.19                         0                       0    9.749394387136574E20                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.2                141566.6614                       0               4578.0777                  0.0009               2530.3097                  0.4966                  0.8185
alm2=0.21                         0                  21.684               2606.9045                  0.0009           12057574.8281                  0.4992                  0.8197
alm2=0.23                         0             471594.7725           91541933.5821                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.24                         0                       0    8.135181303890335E20                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.25                 2479.6855                       0             261363.7308                  0.0009               2530.3097                  0.4966                  0.8185
alm2=0.26                   42.1932                       0               4293.6318                  0.0009            7320835.2719                  0.4992                  0.8197
alm2=0.27      2.202527078415327E10                       0                       0                  0.0009             7320835.271                  0.4992                  0.8197
alm2=0.28                 2479.6855                       0                       0                  0.0009          471581849.1926              92547.1742                  0.8185
alm2=0.29                    0.0651                       0                  1.4024                  0.0009    8.789020378519286E13                  0.4966                  0.8185
alm2=0.3                     0.0004                       0                355.0922                  0.0008             379302.9066                3069.424               5078.5692
alm2=0.31     2.2025270787558846E10                       0               4293.6318                  0.0009                   0.014                  0.4992                  0.8197
alm2=0.32                    0.2778                  0.1424          105181249.3529                  0.0009                  0.0138                  0.4979                  0.8191
alm2=0.33                 2886.8213                       0                685.0605                  0.3619               2945.2805                  0.4899                  0.8153
alm2=0.34                    3.6398                271.7739               4725.2199                  0.0008                  0.0134                  0.4952                  0.8178
alm2=0.35              1107007.9336                       0                  0.0691                  0.0008                  0.0134                  0.0291                  0.2663
alm2=0.36                15103.8855                       0                384.3805                  0.0008                 56.3844               3069.4239                  0.8172
alm2=0.37             93863241.9092                  0.0002                  0.0427                  0.0008                 81.6374                  0.4939                  0.8172
alm2=0.38                    0.0515                       0   5.0948897346843775E14                  0.0008                  0.0775                  0.4939                  0.8172
alm2=0.39     3.3034185930282855E11                       0                685.4399                  0.0007                  0.0125                  0.4899                  0.8153
alm2=0.4               462147002.34                       0             261363.7299                  0.0009                  0.0136                  0.4966                  0.8185
alm2=0.41      5.833140199069233E11                       0                265.4797                  0.0008                  0.0131                  0.4939                  0.8172
alm2=0.42              1015661.5828                       0          105180536.5885                  0.0009                  0.0138                  0.4979                  0.8191
alm2=0.43      5.833140199856953E11                       0               8496.7154                       0                  0.0131                  0.4939                  0.8172
alm2=0.44     2.8930214446892754E10                  0.0009                  0.1844                  0.0008                  0.0134                  0.4952                  0.8178
alm2=0.45               915346.4453                       0                       0                  0.0009   1.5177718497212592E11                  0.5005                  0.8203
alm2=0.46      1.149740088041374E19                       0                       0                  0.0009                   0.014                  0.4992                  0.8197
alm2=0.47               915424.7159                       0           91534105.7598                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.48                   42.1949                  21.684               4293.6318                  0.0009                   0.014                  0.4992                  0.8197
alm2=0.49                         0                       0    8.135181130216262E20                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.5       9.748623215716706E18                       0                       0                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.51                915347.154                       0            91541861.857                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.52                    0.0133                  0.0068             261363.7287                  0.0009               2530.3097                  0.4966                  0.8185
alm2=0.53       9.74862321982299E18                       0                       0                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.54                         0     7.94978451648193E21            1042382.2281                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.55       8.27606033223471E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.56              1015661.5863                       0          105180535.7358                  0.0009                  0.0138                  0.4979                  0.8191
alm2=0.57                         1                       1                       1                       1                       1                       1                       1
alm2=0.58                         1                       1                       1                       1                       1                       1                       1
alm2=0.59      8.276060032742657E18                       0                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.61                         1                       1                       1                       1                       1                       1                       1
alm2=0.62                         0                       0                       0    8.608787760087648E22                  0.0145                  0.5018                  0.8209
alm2=0.63                         0   4.2745039147452196E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.66                         0   2.8454183605064565E20                       0                       0                  0.0138                  0.4979                  0.8191
alm2=0.67                         0   4.2745039155374474E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.68                         0                  0.0068                       0  1.03128566362665933E18                  0.0136                  0.4966                  0.8185
alm2=0.69                         0   6.9598571993038223E18                       0                  0.0009                  0.0138                  0.4979                  0.8191
alm2=0.7                          0   1.5586779448909797E12                       0               3417.7759                   0.014                  0.4992                  0.8197
alm2=0.71                         0   5.9087576358741709E18                       0                  0.0009                   0.014                  0.4992                  0.8197
alm2=0.72                         0   4.2745039046382397E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.73                         0   6.5592707501032915E22                       0                       0                   0.014                  0.4992                  0.8197
alm2=0.74                         0                  6.6374                       0   2.4776345308957085E15                  0.0123                  0.4885                  0.8146
alm2=0.75                         0            3998441.9473                       0         1528190525.7877                  0.0138                  0.4979                  0.8191
alm2=0.76                         0                       0                       0   1.6887493052483254E24                  0.0138                  0.4979                  0.8191
alm2=0.77                         0                  0.1424                       0   4.2908324595681104E16                  0.0138                  0.4979                  0.8191
alm2=0.78                         0         9574432323.6394                       0             638192.9899                  0.0138                  0.4979                  0.8191
alm2=0.79                         0                  0.0005                       0                  0.9313                  0.0049                       0                  0.0028
alm2=0.8                          0     6.16368247719822E12                       0               1505.4966                  0.0131                  0.4939                  0.8172
alm2=0.81                         0  1.28520292703170048E18                       0                  0.0055                  0.0136                  0.4966                  0.8185
alm2=0.82                         0   5.5212963909778678E18                       0                  0.0008                  0.0143                  0.5005                  0.8203
alm2=0.83                         0           236308140.728                       0           29690106.3962                  0.0136                  0.4966                  0.8185
alm2=0.84                         0   1.0849812628310822E10                       0                  0.0009                   0.014                  0.4992          446406666.7135
alm2=0.85                         0             471594.7644           91541930.4019                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.86                         0   4.2745039125203359E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.87                         0             471592.8425                       0         9858432896.6733                  0.0143                  0.5005                  0.8203
alm2=0.88                         0   2.6312640057361042E10                       0             232220.3178                  0.0138                  0.4979                  0.8191
alm2=0.89                         0   5.9087576476202301E18                       0                  0.0009                   0.014                  0.4992                  0.8197
alm2=0.9                          0    1.467192914771859E15                       0                  3.1689                  0.0143                  0.5005                  0.8203
alm2=0.92                         0   5.0225774162042071E18                       0                  0.0009                  0.0143                  0.5005                  0.8203
alm2=0.94                         0   4.2745038811529539E18                       0                   0.001                  0.0145                  0.5018                  0.8209
alm2=0.99                         0   4.2745038812233871E18                       0                   0.001                  0.0145                  0.5018                  0.8209


Time taken to build model: 7.22 seconds
Time taken to test model on training data: 0.02 seconds

=== Error on training data ===

Correctly Classified Instances         268              100      %
Incorrectly Classified Instances         0                0      %
Kappa statistic                          1     
K&B Relative Info Score              26303.0968 %
K&B Information Score                  634.6037 bits      2.3679 bits/instance
Class complexity | order 0             634.6038 bits      2.3679 bits/instance
Class complexity | scheme                0      bits      0      bits/instance
Complexity improvement     (Sf)        634.6037 bits      2.3679 bits/instance
Mean absolute error                      0     
Root mean squared error                  0     
Relative absolute error                  0      %
Root relative squared error              0.0001 %
Total Number of Instances              268     


=== Detailed Accuracy By Class ===

               TP Rate   FP Rate   Precision   Recall  F-Measure   ROC Area  Class
                 1         0          1         1         1          1        cp
                 1         0          1         1         1          1        im
                 1         0          1         1         1          1        pp
                 1         0          1         1         1          1        imU
                 1         0          1         1         1          1        om
                 1         0          1         1         1          1        omL
                 1         0          1         1         1          1        imL
                 1         0          1         1         1          1        imS
Weighted Avg.    1         0          1         1         1          1    


=== Confusion Matrix ===

  a  b  c  d  e  f  g  h   <-- classified as
 75  0  0  0  0  0  0  0 |  a = cp
  0 77  0  0  0  0  0  0 |  b = im
  0  0 52  0  0  0  0  0 |  c = pp
  0  0  0 35  0  0  0  0 |  d = imU
  0  0  0  0 20  0  0  0 |  e = om
  0  0  0  0  0  5  0  0 |  f = omL
  0  0  0  0  0  0  2  0 |  g = imL
  0  0  0  0  0  0  0  2 |  h = imS


=== Error on test data ===

Correctly Classified Instances          47               69.1176 %
Incorrectly Classified Instances        21               30.8824 %
Kappa statistic                          0     
K&B Relative Info Score               3207.9451 %
K&B Information Score                   77.3967 bits      1.1382 bits/instance
Class complexity | order 0             126.5206 bits      1.8606 bits/instance
Class complexity | scheme             1425.5864 bits     20.9645 bits/instance
Complexity improvement     (Sf)      -1299.0658 bits    -19.1039 bits/instance
Mean absolute error                      0.0779
Root mean squared error                  0.2764
Relative absolute error                 42.9908 %
Root relative squared error             95.8538 %
Total Number of Instances               68     


=== Detailed Accuracy By Class ===

               TP Rate   FP Rate   Precision   Recall  F-Measure   ROC Area  Class
                 0.691     0          1         0.691     0.817      ?        cp
                 0         0.088      0         0         0          ?        im
                 0         0.132      0         0         0          ?        pp
                 0         0.044      0         0         0          ?        imU
                 0         0.044      0         0         0          ?        om
                 0         0          0         0         0          ?        omL
                 0         0          0         0         0          ?        imL
                 0         0          0         0         0          ?        imS
Weighted Avg.    0.691     0          1         0.691     0.817      0    


=== Confusion Matrix ===

  a  b  c  d  e  f  g  h   <-- classified as
 47  6  9  3  3  0  0  0 |  a = cp
  0  0  0  0  0  0  0  0 |  b = im
  0  0  0  0  0  0  0  0 |  c = pp
  0  0  0  0  0  0  0  0 |  d = imU
  0  0  0  0  0  0  0  0 |  e = om
  0  0  0  0  0  0  0  0 |  f = omL
  0  0  0  0  0  0  0  0 |  g = imL
  0  0  0  0  0  0  0  0 |  h = imS

